age,family,income,education,ccavg,mortgage,secacc,cdacc,online,ccard,loan
64,2,42,3,0.7,137,0,0,1,0,0
50,4,32,1,1.8,109,0,0,1,0,0
28,4,29,1,0.8,135,0,0,1,0,0
37,2,40,2,1.1,0,1,0,0,1,0
62,3,25,3,0.3,0,0,0,1,1,0
29,4,21,2,0.4,89,0,0,0,1,0
49,3,79,2,0.7,151,0,0,1,0,0
46,2,52,3,2.1,221,0,0,0,0,0
60,4,61,2,1.7,229,0,0,0,0,0
55,2,25,1,0.2,0,0,0,0,0,0
33,1,155,3,7.4,0,0,0,0,0,1
53,2,25,1,0.4,0,0,0,1,0,0
50,4,80,1,4.9,0,0,0,1,0,0
28,4,55,2,1.7,0,0,0,1,1,0
42,2,23,3,0.0,0,0,0,0,0,0
33,1,60,1,1.2,0,0,0,1,1,0
40,2,54,1,0.7,0,0,0,0,0,0
31,4,44,1,0.8,0,0,0,0,0,0
41,4,33,2,0.0,0,0,0,1,0,0
52,2,45,2,2.0,121,0,0,0,1,0
65,4,55,3,1.67,89,0,0,1,1,0
48,1,134,1,5.0,0,0,0,0,1,0
45,3,44,2,0.6,0,0,0,1,0,0
26,2,149,1,7.2,154,0,0,0,0,0
64,2,22,3,0.2,0,1,0,0,0,0
41,3,74,2,2.33,0,0,0,1,0,0
43,4,128,1,5.3,84,0,0,0,0,1
60,4,62,1,2.2,0,0,0,0,0,0
62,1,9,1,0.1,94,0,0,0,0,0
46,2,9,3,0.7,0,0,0,1,0,0
36,2,15,2,0.3,119,0,0,0,0,0
31,4,28,1,0.8,0,0,0,0,0,0
43,3,83,3,0.5,0,0,0,0,1,0
46,1,73,3,0.8,117,0,0,0,0,0
50,4,42,2,1.1,151,0,0,1,0,0
52,2,34,2,0.7,114,0,0,1,1,0
27,3,32,2,1.0,0,0,0,0,0,0
34,1,68,1,2.8,0,0,0,1,0,0
49,1,82,1,2.9,267,0,0,1,0,0
52,2,19,2,0.7,0,0,0,0,1,0
37,2,60,1,2.8,181,0,0,0,1,0
53,1,192,1,1.7,601,0,0,1,0,0
54,3,119,1,2.0,0,1,1,0,0,1
29,2,190,1,4.5,0,0,0,1,0,0
35,1,34,2,1.5,0,0,0,0,0,0
32,4,44,1,0.2,0,1,1,1,1,0
38,4,23,3,0.2,0,0,0,1,0,0
44,4,171,1,0.7,567,0,1,1,1,1
44,1,43,3,0.3,0,1,0,0,1,0
48,1,139,1,0.0,0,0,1,1,1,0
46,1,118,1,5.7,0,0,1,1,1,0
35,3,113,3,0.8,0,0,0,1,0,1
56,3,98,3,3.9,0,0,0,0,0,1
49,1,70,1,2.9,0,0,0,0,1,0
57,2,42,3,2.1,0,0,0,1,0,0
35,1,143,1,8.6,0,0,0,1,1,0
44,3,185,1,2.7,0,0,0,1,0,1
38,4,28,2,0.4,100,0,0,1,0,0
57,3,45,1,1.5,181,1,1,1,1,0
35,1,78,2,2.6,0,0,0,0,0,0
29,2,121,1,1.3,0,0,0,0,0,0
58,1,59,1,1.6,0,0,0,1,0,0
40,4,64,1,2.67,0,1,0,1,0,0
51,2,15,1,0.0,114,0,0,1,0,0
61,1,10,1,0.1,0,0,0,0,0,0
46,2,61,3,0.4,0,0,0,0,0,0
55,4,50,1,1.5,0,0,0,1,0,0
35,4,79,3,2.1,0,1,0,1,0,0
60,1,35,1,0.2,0,0,0,1,0,0
28,4,11,3,0.5,0,0,0,0,0,0
43,1,128,1,4.7,0,0,0,1,0,0
61,3,55,3,0.9,0,0,0,1,1,0
48,3,79,2,0.7,0,0,0,1,0,0
65,2,18,1,0.4,0,1,1,1,1,0
45,2,91,2,1.7,0,1,0,1,0,0
36,4,9,3,0.2,0,0,0,0,1,0
45,2,62,3,2.2,0,0,0,1,0,0
60,1,59,1,1.6,231,0,0,1,0,0
47,1,25,1,0.1,148,0,0,1,0,0
32,4,54,1,1.3,0,1,0,1,0,0
48,1,112,2,5.1,86,1,1,1,0,1
33,1,125,1,0.0,0,0,0,1,1,0
49,4,194,2,8.3,0,0,0,0,1,1
56,1,161,3,5.8,0,1,0,0,0,1
59,1,35,1,0.2,171,0,0,0,0,0
56,2,113,1,2.7,352,0,0,0,1,0
30,2,25,2,0.3,0,0,0,0,0,0
59,3,45,3,2.0,0,0,0,1,0,0
38,2,119,1,7.8,221,0,0,0,0,0
47,4,30,2,0.4,115,0,0,1,1,0
54,4,79,2,3.8,0,1,0,1,0,0
34,1,178,3,0.8,0,0,0,0,0,1
41,2,23,2,0.3,118,0,0,0,0,0
47,2,171,1,1.4,284,0,0,1,1,0
44,4,74,3,1.9,0,0,0,0,0,0
43,3,103,1,1.0,180,0,0,1,1,0
31,1,99,1,4.0,0,0,0,1,0,0
28,4,43,3,1.3,0,0,0,1,1,0
55,4,23,3,0.4,88,0,0,0,0,0
42,1,91,2,0.1,199,0,0,1,1,0
53,1,93,2,2.7,256,0,0,1,0,0
30,1,154,1,6.0,0,0,0,0,0,0
65,3,21,3,0.1,0,0,0,0,1,0
43,2,65,3,2.2,0,0,0,1,0,0
56,1,15,2,0.1,0,0,0,1,0,0
25,3,52,3,2.6,159,0,0,0,0,0
35,3,30,1,1.3,0,1,1,1,1,0
50,1,42,2,1.6,0,0,0,1,0,0
36,4,20,1,0.3,97,0,0,1,0,0
34,4,60,2,2.2,0,0,0,0,1,0
32,4,54,3,1.8,167,0,0,0,0,0
51,4,60,1,2.6,97,0,0,1,0,0
52,3,41,2,1.0,0,0,0,1,0,0
65,3,30,2,0.7,0,0,0,1,1,0
51,2,21,2,1.0,0,0,0,1,0,0
37,1,105,2,0.8,0,0,0,0,1,0
35,3,65,1,2.8,240,0,0,1,0,0
67,2,20,1,0.4,80,0,0,0,0,0
30,3,179,1,4.9,142,0,0,1,0,1
62,1,161,1,2.9,0,1,1,1,1,0
42,1,82,3,3.7,0,0,0,1,0,0
48,1,43,2,1.2,112,0,0,1,0,0
61,2,61,1,2.8,0,0,0,0,0,0
36,4,90,3,1.8,0,1,0,0,0,0
48,1,90,2,2.6,334,0,0,1,0,0
65,2,21,1,0.4,0,0,0,0,0,0
25,1,118,1,5.4,0,0,0,1,1,0
55,2,44,2,2.0,0,0,0,1,0,0
63,1,110,3,4.1,0,0,0,0,0,1
31,4,99,2,1.8,268,0,0,0,0,0
43,3,98,1,1.1,0,0,0,0,0,0
28,3,69,2,0.7,80,0,0,1,0,0
37,3,82,2,0.9,218,0,0,1,1,0
27,3,112,1,2.5,389,1,0,1,0,0
62,1,123,1,2.9,0,0,0,0,0,0
51,1,78,2,2.67,0,0,0,1,0,0
56,3,59,1,0.8,159,1,0,1,0,0
56,3,78,2,1.7,0,0,0,0,0,0
44,4,49,3,1.9,89,0,0,1,0,0
46,3,82,2,2.67,0,0,0,0,0,0
56,3,125,1,0.6,342,0,1,1,1,1
56,1,185,1,2.9,0,0,0,0,0,0
57,1,163,1,7.4,0,0,0,1,0,0
31,4,19,3,1.1,104,0,1,1,1,0
65,4,115,2,1.7,0,0,0,0,0,0
31,2,81,2,2.0,0,0,1,1,1,0
36,1,93,3,2.8,0,0,0,1,0,0
56,4,111,1,0.3,372,1,1,1,0,1
52,1,184,1,8.1,0,0,0,0,0,0
42,4,50,2,2.2,0,0,0,0,0,0
55,3,55,1,1.7,0,0,0,0,1,0
49,1,13,3,0.4,101,1,0,0,0,0
51,4,29,1,0.1,0,0,0,1,1,0
26,4,72,1,2.6,0,0,0,1,0,0
32,1,83,2,2.6,0,1,0,0,1,0
54,1,98,3,0.1,0,0,0,0,0,0
50,4,43,1,0.1,0,0,0,1,0,0
59,1,34,1,0.2,0,0,0,1,0,0
61,4,10,2,0.4,0,0,0,1,0,0
43,2,201,1,6.67,0,1,0,1,0,0
39,3,85,3,1.2,107,0,0,1,1,0
56,3,50,3,1.4,0,0,0,0,0,0
38,2,91,1,0.0,0,0,0,1,0,0
25,2,112,1,2.0,241,0,0,1,0,0
42,2,98,1,0.4,275,0,0,1,0,0
42,1,115,1,0.3,0,0,0,0,0,0
50,4,22,2,0.5,112,0,0,1,0,0
56,3,101,2,1.7,0,0,0,0,1,0
43,2,83,3,3.8,112,0,0,0,0,0
60,3,52,2,0.5,0,0,0,0,0,0
42,3,191,2,4.8,0,1,1,1,0,1
57,4,134,1,0.9,198,0,0,1,0,1
48,1,54,2,1.6,186,0,0,1,0,0
37,3,69,1,2.1,0,1,0,0,0,0
57,3,64,3,1.6,0,0,0,1,0,0
62,4,53,3,1.67,142,0,0,0,0,0
39,2,118,3,6.0,246,0,1,1,1,1
38,2,19,2,1.4,120,0,0,0,1,0
54,2,31,3,0.4,0,0,0,0,0,0
45,1,63,3,0.8,245,0,0,1,1,0
39,1,25,3,1.4,0,0,0,0,0,0
45,1,22,1,0.2,0,0,0,1,0,0
62,1,78,3,1.8,0,0,0,0,0,0
43,1,81,1,0.3,218,0,0,1,0,0
30,1,41,2,2.4,0,0,0,1,0,0
35,3,62,1,2.3,0,0,0,0,0,0
58,1,35,3,1.2,0,0,0,1,0,0
44,1,30,3,0.6,0,0,0,1,0,0
56,3,51,2,1.0,0,0,0,1,0,0
28,2,140,1,2.0,0,0,0,1,0,0
64,3,73,1,2.4,185,0,0,0,0,0
63,4,40,2,1.2,0,0,0,1,0,0
44,1,69,3,0.8,0,0,0,1,1,0
34,1,191,3,4.8,0,0,1,1,1,1
50,3,82,2,3.0,0,0,0,1,0,0
51,1,181,3,3.3,589,1,1,1,0,1
30,1,38,3,1.9,0,0,0,1,0,0
55,2,23,1,0.2,0,0,0,1,0,0
57,1,55,3,1.8,0,0,0,1,0,0
43,2,58,1,3.2,0,0,0,1,0,0
61,2,29,2,0.5,0,0,0,1,0,0
49,4,39,1,2.6,0,0,0,0,0,0
52,3,39,2,1.9,83,0,1,1,1,0
57,3,30,1,1.5,151,1,0,1,0,0
53,4,58,3,2.0,0,0,0,1,1,0
52,1,62,3,1.8,231,0,0,1,0,0
39,4,62,1,2.4,86,0,0,0,0,0
58,1,19,3,1.2,0,0,0,0,0,0
36,1,38,2,1.5,0,0,0,0,0,0
45,4,84,3,2.0,0,0,0,1,1,0
30,1,78,2,2.6,0,0,0,1,0,0
49,4,22,1,0.2,83,0,0,1,0,0
44,4,81,3,2.0,277,0,0,1,0,0
43,3,32,2,0.5,0,0,0,1,0,0
42,4,89,1,0.8,184,0,0,0,0,0
29,2,121,1,3.3,0,0,0,1,0,0
28,1,42,1,1.5,0,0,0,1,1,0
50,1,130,1,1.0,0,0,0,0,0,0
44,4,30,2,0.0,0,0,0,1,0,0
52,1,114,1,4.9,0,0,0,0,0,0
28,1,155,1,6.33,0,0,0,0,0,0
62,2,50,1,1.1,0,0,0,0,1,0
34,1,34,2,1.5,111,0,0,0,1,0
45,3,94,3,0.5,0,0,0,1,0,0
52,2,114,2,2.4,0,0,0,0,0,0
43,3,89,3,0.5,108,0,0,0,1,0
54,1,49,3,1.4,0,0,0,1,0,0
64,1,115,1,2.0,0,0,0,1,1,0
27,1,148,1,1.5,397,0,0,1,1,0
42,4,72,2,1.1,203,0,0,0,1,0
28,4,114,3,2.1,0,0,0,1,0,0
47,2,11,1,0.0,78,0,0,0,0,0
39,4,63,3,0.2,242,0,0,0,0,0
29,2,113,1,0.2,0,0,0,1,1,0
39,2,80,1,1.8,0,0,0,1,0,0
41,3,54,3,0.5,0,0,0,1,1,0
37,2,32,3,1.4,0,1,0,1,0,0
41,1,11,1,1.0,0,0,0,0,0,0
45,1,141,1,2.4,0,0,0,1,0,0
52,3,84,2,3.0,0,0,0,1,0,0
58,3,18,2,0.1,110,0,0,1,0,0
31,2,20,1,0.3,0,0,0,0,0,0
26,4,55,2,1.7,175,0,0,1,0,0
31,4,31,2,0.4,79,0,0,0,0,0
42,2,114,1,0.4,0,0,0,0,0,0
56,3,52,2,2.0,0,1,1,1,1,0
52,1,18,1,0.3,120,0,0,1,0,0
59,1,55,3,1.8,0,1,0,0,0,0
32,1,29,3,0.2,76,0,0,1,1,0
46,3,30,1,0.5,0,0,0,0,0,0
52,2,38,1,0.8,0,0,0,0,1,0
30,2,122,1,3.1,0,0,0,0,0,0
32,1,183,1,6.0,0,0,0,0,0,0
35,1,41,2,2.4,0,0,0,0,0,0
49,1,38,3,1.4,0,0,0,0,0,0
54,1,61,3,1.8,0,0,0,1,0,0
56,3,103,3,4.0,0,0,0,0,0,1
48,2,80,2,2.4,0,0,0,1,0,0
28,1,22,2,0.1,0,0,0,1,0,0
44,2,128,2,3.25,0,0,0,0,1,1
30,3,142,1,4.2,359,0,0,0,0,1
44,1,124,1,4.7,0,0,0,1,1,0
30,1,44,3,1.9,143,0,0,0,0,0
47,2,170,2,6.5,0,0,1,1,1,1
64,4,75,2,0.1,0,0,1,1,1,0
48,3,78,2,2.0,0,0,0,1,1,0
63,1,31,3,1.1,125,0,0,1,0,0
25,1,99,1,1.9,323,0,0,0,0,0
61,2,41,1,1.5,0,0,0,0,0,0
46,4,39,2,0.0,0,0,0,1,0,0
57,1,51,1,1.4,0,0,0,1,1,0
40,3,52,3,0.8,113,0,0,1,0,0
49,3,169,3,5.67,167,0,1,0,1,1
30,1,141,1,0.8,0,0,0,1,0,0
41,4,93,1,0.8,218,0,0,0,0,0
42,3,14,2,1.0,0,1,0,0,0,0
63,2,160,1,2.1,0,0,0,1,1,0
43,1,44,1,0.2,0,1,1,1,0,0
59,3,33,1,0.2,0,1,0,0,0,0
46,4,103,3,4.8,0,0,0,1,0,1
33,4,71,3,1.8,236,0,0,0,0,0
55,1,55,1,0.2,151,0,0,1,0,0
36,4,113,1,0.2,0,0,0,0,0,1
47,3,79,2,2.0,185,1,0,0,0,0
59,2,80,2,0.7,0,0,0,1,0,0
38,2,179,1,0.0,380,0,0,0,0,0
42,2,9,3,0.0,0,0,0,0,0,0
30,4,61,2,2.0,0,0,0,1,0,0
63,2,111,1,3.9,207,1,1,1,1,0
60,3,80,1,0.5,0,0,0,1,0,0
62,3,32,1,0.2,0,1,0,0,1,0
49,1,83,1,0.3,0,0,0,1,1,0
59,4,91,2,1.9,329,0,0,0,0,0
36,4,29,1,1.0,0,0,0,1,1,0
46,3,19,2,0.67,0,0,0,1,0,0
35,2,52,2,1.0,0,0,0,0,1,0
50,1,150,1,7.3,0,0,0,1,1,0
51,2,32,3,0.4,0,0,0,1,0,0
41,3,91,3,0.5,0,0,0,0,0,0
45,3,180,2,8.5,535,0,0,0,0,1
41,1,121,1,0.3,0,0,0,1,0,0
57,2,25,3,0.2,0,0,0,1,1,0
51,1,102,1,0.3,0,0,0,1,0,0
52,4,44,2,0.9,107,0,0,1,0,0
43,3,161,2,8.0,0,0,1,1,1,1
63,3,134,2,4.0,0,0,0,0,1,1
28,1,43,2,1.8,0,0,0,1,1,0
43,4,94,2,1.1,0,0,0,1,0,0
41,2,29,3,0.8,98,0,0,0,0,0
34,4,38,1,0.2,0,0,0,0,0,0
28,1,120,1,0.8,170,0,0,0,0,0
58,2,85,1,2.0,161,1,1,1,1,0
39,2,89,1,1.9,0,0,0,0,0,0
49,1,25,3,1.4,0,0,0,1,0,0
33,3,20,1,1.3,83,0,0,0,1,0
37,2,125,1,3.9,0,0,0,1,1,0
33,1,18,3,0.6,0,0,0,0,0,0
28,2,173,1,6.7,222,0,0,1,0,0
54,4,34,3,0.1,0,0,0,1,1,0
63,4,159,2,4.9,111,0,0,0,0,1
57,3,55,1,2.5,219,0,1,1,1,0
56,2,32,3,0.4,0,0,0,1,0,0
54,4,65,3,1.8,0,0,0,0,1,0
29,3,83,1,1.5,0,0,0,1,1,0
41,2,30,2,1.4,0,0,0,0,1,0
58,1,180,1,2.9,0,0,0,0,1,0
61,2,13,3,0.3,0,0,0,1,0,0
30,4,35,1,0.8,0,0,0,1,1,0
62,3,95,1,0.5,0,0,0,0,0,0
52,1,83,1,0.0,0,0,0,1,0,0
29,4,39,1,0.2,137,0,0,1,1,0
46,1,54,3,0.7,154,0,0,1,1,0
52,1,81,3,1.3,293,0,0,0,1,0
40,4,53,3,2.0,0,0,0,0,0,0
49,1,119,1,7.3,398,0,0,0,0,0
34,4,160,3,8.0,0,0,0,0,1,1
35,2,21,2,1.0,0,0,0,0,0,0
26,1,40,3,1.0,0,0,0,1,0,0
65,4,69,2,0.1,0,0,0,1,0,0
52,1,45,2,1.3,0,0,0,0,0,0
32,4,55,2,2.0,0,0,0,1,0,0
31,1,38,3,0.2,0,0,0,1,0,0
36,4,44,2,1.0,101,1,0,1,0,0
50,3,45,2,0.6,117,0,0,1,0,0
36,1,84,2,0.8,0,0,0,1,1,0
51,2,188,2,6.9,343,0,0,1,0,1
39,3,29,3,2.0,151,1,0,0,0,0
53,1,95,2,2.7,0,0,0,1,0,0
50,1,79,1,2.9,307,0,0,0,1,0
31,1,41,2,2.0,0,1,0,1,0,0
53,4,19,3,0.4,84,0,0,1,0,0
48,4,75,3,3.6,0,0,0,1,1,0
57,3,64,1,2.5,208,0,0,0,1,0
47,4,174,3,3.2,0,0,0,0,0,1
55,2,54,3,2.3,93,0,0,0,0,0
37,3,14,2,0.1,113,0,0,1,0,0
59,1,94,1,3.8,272,0,0,0,0,0
53,2,10,1,0.4,0,0,0,0,0,0
31,1,145,1,0.8,84,0,0,1,0,0
35,1,203,3,10.0,0,0,0,0,0,1
25,2,81,3,1.6,0,0,0,1,1,0
37,2,153,1,6.5,0,0,0,1,1,0
40,4,58,3,0.2,0,0,0,1,0,0
31,4,49,3,1.8,0,0,0,1,1,0
62,1,132,1,2.9,0,0,0,0,0,0
41,4,85,3,0.2,229,0,0,0,0,0
56,3,85,1,2.67,0,1,0,1,0,0
47,1,178,3,6.5,0,0,0,0,0,1
28,3,104,1,2.5,0,0,0,0,0,0
60,1,40,1,1.6,0,0,0,1,0,0
27,1,103,1,1.9,120,0,0,1,0,0
57,2,25,1,1.0,0,0,0,1,0,0
62,2,69,3,1.7,0,0,0,1,0,0
57,3,30,1,1.4,0,0,0,0,0,0
44,3,70,2,2.67,0,0,0,0,0,0
31,3,15,3,0.9,0,0,0,1,0,0
31,2,125,1,1.3,0,0,0,1,1,0
39,3,50,3,0.5,0,0,0,0,0,0
41,1,44,3,0.3,0,0,0,1,0,0
41,4,38,2,2.2,180,0,0,0,1,0
55,3,64,1,0.8,119,0,0,0,1,0
28,1,9,2,0.1,0,0,0,1,0,0
35,3,44,1,0.9,89,0,0,0,0,0
44,4,93,1,0.8,101,0,0,1,0,0
44,4,83,1,0.4,141,0,0,0,0,0
40,2,179,1,0.0,0,0,0,0,0,0
65,1,40,3,1.1,0,0,0,0,0,0
35,4,58,3,0.7,232,0,0,0,0,0
55,3,74,1,2.67,0,0,0,0,1,0
55,1,15,1,0.2,0,0,0,0,0,0
59,2,11,1,1.0,0,0,0,0,1,0
39,1,41,2,2.0,176,0,0,1,0,0
50,1,68,2,1.5,120,0,0,1,1,0
45,1,28,3,0.75,0,1,0,0,0,0
50,1,115,3,1.2,0,0,0,0,1,1
65,4,83,2,0.1,247,0,0,1,0,0
36,2,40,2,1.1,166,1,0,0,0,0
57,1,113,3,0.1,0,0,0,1,0,0
53,1,89,3,0.8,0,1,0,1,0,0
28,4,38,1,1.6,0,0,0,0,0,0
55,4,62,1,1.5,0,0,0,1,0,0
56,3,65,1,1.7,109,0,0,0,0,0
33,3,168,2,5.67,0,1,1,1,0,1
57,3,40,1,1.7,0,0,0,1,1,0
27,1,30,3,1.0,80,0,0,0,0,0
27,4,20,1,1.0,0,0,0,0,0,0
54,2,58,3,3.2,0,0,0,0,0,0
48,1,150,1,7.3,193,0,0,0,0,0
62,1,54,1,0.8,0,1,0,0,1,0
41,2,19,2,0.3,105,0,0,0,0,0
62,3,30,3,0.1,128,0,0,1,0,0
40,1,123,1,5.2,0,0,0,1,0,0
32,1,45,2,2.4,0,0,0,0,0,0
62,1,154,1,2.9,0,0,0,1,0,0
35,2,93,1,2.7,0,0,0,1,1,0
25,4,71,1,0.2,78,1,0,0,0,0
50,4,83,1,3.1,0,0,0,0,1,1
61,1,99,3,4.8,255,0,0,0,1,1
43,3,55,2,2.2,0,0,0,0,0,0
52,4,38,2,0.9,95,0,0,1,1,0
39,3,74,2,0.9,155,0,0,1,0,0
33,4,69,3,1.8,0,0,0,1,0,0
27,2,104,1,2.5,184,1,0,1,0,0
27,4,38,3,1.0,154,0,0,1,0,0
32,3,25,3,0.9,0,0,0,1,1,0
65,1,162,1,1.3,0,0,0,1,0,0
55,4,64,3,2.6,0,0,0,1,0,0
52,2,30,2,0.7,0,0,0,1,1,0
39,3,52,3,0.5,0,1,0,0,1,0
35,1,42,3,1.5,0,0,0,1,0,0
39,2,79,2,1.8,219,0,0,0,0,0
34,1,34,1,1.7,164,0,0,0,0,0
30,2,123,1,3.1,0,0,0,1,0,0
37,2,160,1,3.3,0,0,0,0,0,0
41,3,51,2,2.33,0,0,0,1,0,0
31,1,108,1,4.0,0,0,0,1,0,0
37,2,158,2,2.3,0,0,1,1,1,1
49,1,68,2,1.5,0,0,0,0,0,0
58,2,42,3,1.6,0,0,0,1,0,0
45,1,32,3,0.75,105,0,0,1,0,0
40,2,22,3,1.4,0,0,0,0,0,0
34,2,29,3,2.0,0,0,0,1,1,0
62,2,183,3,3.4,0,0,0,0,0,1
54,1,69,3,1.6,0,0,0,1,1,0
26,2,92,1,0.2,0,0,0,1,0,0
54,2,40,3,1.0,0,0,0,0,0,0
29,4,9,3,0.5,86,0,0,1,1,0
48,1,128,1,0.6,0,0,0,1,1,0
27,2,110,1,0.2,294,1,0,0,1,0
42,2,171,1,8.0,0,0,0,1,0,0
25,4,13,1,1.0,95,0,0,0,1,0
45,2,25,3,0.1,102,0,0,1,0,0
34,1,123,2,1.6,0,0,0,1,0,1
51,4,33,1,0.2,83,0,0,1,0,0
51,4,189,2,4.75,0,0,0,1,0,1
60,1,34,3,0.3,0,0,0,1,0,0
59,1,58,2,0.0,0,0,0,1,0,0
49,1,51,2,1.3,98,0,0,0,1,0
50,2,29,1,1.3,0,0,0,0,0,0
41,2,111,1,0.4,0,0,0,0,0,0
49,4,43,3,1.9,0,0,0,1,0,0
50,1,130,1,0.6,311,0,0,0,0,0
63,2,20,1,0.4,76,0,0,0,0,0
63,2,101,1,2.8,0,0,0,0,0,0
33,4,48,2,2.2,207,0,0,0,0,0
38,1,180,3,2.8,158,0,0,1,0,1
64,2,92,3,0.0,185,1,0,1,0,0
36,3,33,1,0.9,0,0,0,0,0,0
58,2,51,2,1.9,0,0,0,0,0,0
39,2,31,2,1.4,94,0,0,1,1,0
46,1,83,1,2.7,0,0,0,1,0,0
61,1,45,1,0.8,0,0,0,0,0,0
53,1,89,3,0.8,146,0,0,1,1,0
28,3,193,2,4.0,0,0,0,1,0,1
64,1,89,1,3.8,0,0,0,0,0,0
48,4,162,2,3.3,446,0,1,1,0,1
38,2,9,2,0.3,0,0,0,0,0,0
52,4,58,3,2.0,223,0,0,1,0,0
65,1,80,3,0.8,0,0,0,1,0,0
59,2,73,3,1.7,0,0,0,1,1,0
45,1,41,1,0.3,0,0,0,1,0,0
53,3,74,2,2.0,0,1,0,0,0,0
38,2,29,3,1.4,0,0,0,1,0,0
54,4,25,3,0.4,115,0,0,0,0,0
25,1,98,1,5.4,0,0,0,1,0,0
61,4,59,2,1.7,0,0,0,1,1,0
48,4,43,3,1.9,0,0,0,1,0,0
46,4,72,2,1.4,149,0,0,1,1,0
36,1,183,3,3.0,0,0,1,1,1,1
46,1,134,1,5.7,146,1,0,1,0,0
59,2,140,1,0.5,262,0,0,1,0,0
59,1,39,3,1.8,0,0,0,1,0,0
36,4,35,2,0.4,0,0,0,1,0,0
63,2,141,1,6.9,0,0,0,1,1,0
51,1,23,2,0.5,0,0,0,1,0,0
30,1,134,1,0.0,0,0,0,1,1,0
48,1,35,3,1.4,0,0,0,1,0,0
55,4,42,1,2.5,0,1,0,0,0,0
41,4,81,3,0.2,167,1,0,0,0,0
26,4,14,1,0.4,94,0,0,1,0,0
41,1,45,1,1.8,172,1,0,1,0,0
54,3,79,2,1.7,150,0,0,1,1,0
57,1,53,2,0.8,120,0,0,0,0,0
54,2,33,2,0.7,0,0,0,0,1,0
35,3,190,2,3.1,266,0,0,0,0,1
60,1,60,3,2.5,103,0,0,0,0,0
63,1,8,2,0.8,97,0,0,1,0,0
41,3,38,2,1.0,150,0,0,1,0,0
46,1,154,1,5.0,0,0,0,1,0,0
31,4,54,2,2.2,0,0,0,0,0,0
58,3,41,1,1.4,0,0,0,1,0,0
59,2,25,1,0.3,75,0,0,1,0,0
46,2,53,1,1.7,109,0,0,0,0,0
33,1,79,1,0.1,0,0,0,1,0,0
56,4,13,2,0.9,76,0,1,1,1,0
47,2,130,1,1.4,0,0,0,0,0,0
59,2,93,2,0.7,0,0,0,0,0,0
24,3,82,1,0.8,0,0,0,1,0,0
39,2,15,2,0.3,92,0,0,0,0,0
30,4,150,2,5.0,0,0,0,1,0,1
55,2,131,2,0.7,0,0,0,0,1,1
47,3,28,1,1.5,0,0,0,1,0,0
35,4,9,2,0.7,0,0,0,1,0,0
47,4,88,2,1.4,0,0,0,0,0,0
38,1,143,1,4.1,0,0,0,0,0,0
38,2,168,3,1.3,0,0,0,0,0,1
27,1,105,2,3.0,0,1,0,0,0,1
42,3,62,3,2.1,0,0,0,1,0,0
26,4,51,1,2.6,0,0,0,1,0,0
60,3,101,1,4.4,0,0,0,1,1,0
27,3,90,1,0.8,0,0,0,1,0,0
27,4,83,3,2.1,0,0,0,1,1,0
40,2,21,3,0.0,0,0,0,1,0,0
40,1,115,1,3.4,0,0,0,1,0,0
29,4,172,1,4.4,0,0,0,0,0,1
30,2,32,2,1.0,0,0,0,0,0,0
30,2,204,1,4.5,0,0,0,1,0,0
47,4,34,1,0.6,0,0,1,1,1,0
33,2,30,3,2.0,132,0,0,0,0,0
57,3,31,2,1.3,0,0,0,1,1,0
38,2,90,1,2.7,0,0,0,1,1,0
54,4,79,3,2.6,0,0,0,0,0,0
47,4,22,1,0.6,0,0,0,1,1,0
48,1,114,3,2.4,0,0,0,1,0,1
62,1,42,3,0.5,128,0,0,1,0,0
30,1,29,3,0.2,90,0,0,1,0,0
35,3,72,2,2.6,0,0,0,1,0,0
59,1,68,3,1.8,95,0,0,0,0,0
38,4,78,3,0.7,0,0,0,1,0,0
47,1,90,1,2.7,323,0,0,0,0,0
57,2,170,2,2.1,0,0,0,0,0,1
42,2,14,2,0.1,0,0,0,1,0,0
39,2,129,1,1.9,0,0,0,0,0,0
53,3,39,3,1.0,87,0,0,1,0,0
27,2,82,1,0.2,0,0,0,0,1,0
59,3,31,2,0.4,0,0,0,1,1,0
48,4,9,2,0.5,0,0,0,0,1,0
62,3,15,3,0.1,91,0,0,0,0,0
66,3,70,1,2.2,0,0,0,0,0,0
38,4,84,3,0.7,0,0,0,0,0,0
42,1,155,1,7.0,0,0,0,0,1,0
47,2,89,3,0.8,0,0,0,1,1,0
27,3,170,1,4.7,0,0,0,1,0,1
32,2,185,1,6.7,0,0,1,1,1,0
37,2,82,1,2.2,0,0,0,0,0,0
56,3,60,1,1.7,0,0,0,1,0,0
39,2,58,2,2.4,0,0,0,1,0,0
36,1,29,1,1.33,81,0,0,1,0,0
32,2,32,1,0.3,0,0,0,0,0,0
62,4,115,2,3.4,0,0,0,1,1,0
48,2,83,2,2.4,0,0,0,1,0,0
58,3,54,2,0.3,0,0,0,1,1,0
27,4,112,3,1.8,0,1,0,1,0,0
52,2,182,2,1.4,0,0,0,1,0,1
54,2,112,1,6.8,0,0,0,1,0,0
31,3,129,3,5.9,319,1,1,0,1,1
60,1,23,2,0.8,112,0,0,1,0,0
34,2,198,1,3.0,422,0,0,1,0,0
46,4,84,3,2.0,0,0,0,1,0,0
41,3,39,3,0.5,0,0,0,0,0,0
62,1,129,1,1.3,0,0,0,1,0,0
